"Date","Cardholder origin","Cardholder origin detail","Amount CHF","Number of transactions"
"2019-02-14","Foreign","NLD",464033.81,5414
"2019-02-14","Foreign","RUS",610016.57,3955
"2019-02-14","Foreign","RoW",6232519.41000003,51999
"2019-02-14","Foreign","USA",1765991.28,14166
"2019-02-15","Domestic","CHE",150111820.12,2669529
"2019-02-15","Foreign","AUT",275272.04,3440
"2019-02-15","Foreign","CHN",5490814.65,5413
"2019-02-15","Foreign","DEU",2609447.52,27595
"2019-02-15","Foreign","FRA",2442749.68,44919
"2019-02-15","Foreign","GBR",3004821.99,27066
"2019-02-15","Foreign","ITA",1031748.86,16042
"2019-02-15","Foreign","LIE",289136.48,3879
"2019-02-15","Foreign","NLD",746401.399999999,6922
"2019-02-15","Foreign","RUS",650562.37,4519
"2019-02-15","Foreign","RoW",7387859.65000002,55176
"2019-02-15","Foreign","USA",2012917.26,16739
"2019-02-16","Domestic","CHE",180686959.38,2754573
"2019-02-16","Foreign","AUT",283047.97,3239
"2019-02-16","Foreign","CHN",3923880.53,5819
"2019-02-16","Foreign","DEU",2885052.53999999,31055
"2019-02-16","Foreign","FRA",2819790.69,43232
"2019-02-16","Foreign","GBR",3187317.07,31606
"2019-02-16","Foreign","ITA",1456451.54,20027
"2019-02-16","Foreign","LIE",378452.42,4586
"2019-02-16","Foreign","NLD",1453931.83,11244
"2019-02-16","Foreign","RUS",674382.29,4740
"2019-02-16","Foreign","RoW",6606049.75,60764
"2019-02-16","Foreign","USA",1649783.26,17571
"2019-02-17","Domestic","CHE",50427842.67,987007
"2019-02-17","Foreign","AUT",173136.1,2284
"2019-02-17","Foreign","CHN",2282032.93,3766
"2019-02-17","Foreign","DEU",2251994.5,22254
"2019-02-17","Foreign","FRA",1943080.46,28303
"2019-02-17","Foreign","GBR",2902583.21,26465
"2019-02-17","Foreign","ITA",1187976.59,15217
"2019-02-17","Foreign","LIE",60206.6,1129
"2019-02-17","Foreign","NLD",1449337.99,9692
"2019-02-17","Foreign","RUS",461970.66,3393
"2019-02-17","Foreign","RoW",4765989.34,42808
"2019-02-17","Foreign","USA",1345553,14426
"2019-02-18","Domestic","CHE",108492734.63,2230967
"2019-02-18","Foreign","AUT",215618.55,3161
"2019-02-18","Foreign","CHN",3400469.34,4190
"2019-02-18","Foreign","DEU",2012008.25,24620
"2019-02-18","Foreign","FRA",2277392.83,41277
"2019-02-18","Foreign","GBR",2733335.75,28409
"2019-02-18","Foreign","ITA",851170.610000001,13176
"2019-02-18","Foreign","LIE",190665.17,3034
"2019-02-18","Foreign","NLD",892604.24,10756
"2019-02-18","Foreign","RUS",605180.21,4231
"2019-02-18","Foreign","RoW",5758076.31000002,51294
"2019-02-18","Foreign","USA",1541567.51,15050
"2019-02-19","Domestic","CHE",108106653.27,2219759
"2019-02-19","Foreign","AUT",271963.78,3349
"2019-02-19","Foreign","CHN",3383597.28,3801
"2019-02-19","Foreign","DEU",1927931.26,24779
"2019-02-19","Foreign","FRA",1996530.84,39379
"2019-02-19","Foreign","GBR",2439204.13,28118
"2019-02-19","Foreign","ITA",782669.24,12944
"2019-02-19","Foreign","LIE",185527.04,2988
"2019-02-19","Foreign","NLD",710300.17,9959
"2019-02-19","Foreign","RUS",556673.66,3871
"2019-02-19","Foreign","RoW",5598818.58000003,48048
"2019-02-19","Foreign","USA",1544321.21,13144
"2019-02-20","Domestic","CHE",113333858.62,2277214
"2019-02-20","Foreign","AUT",254273.17,3447
"2019-02-20","Foreign","CHN",2313487.52,3398
"2019-02-20","Foreign","DEU",2017063.2,25569
"2019-02-20","Foreign","FRA",2013215.23,40407
"2019-02-20","Foreign","GBR",2658855.64,29702
"2019-02-20","Foreign","ITA",887763.040000002,13140
"2019-02-20","Foreign","LIE",216692.61,3360
"2019-02-20","Foreign","NLD",709432.82,10402
"2019-02-20","Foreign","RUS",648677.55,4290
"2019-02-20","Foreign","RoW",5834479.34000002,49148
"2019-02-20","Foreign","USA",1743906.4,12993
"2019-02-21","Domestic","CHE",117700851.9,2330199
"2019-02-21","Foreign","AUT",275035.53,3484
"2019-02-21","Foreign","CHN",2217889.58,3233
"2019-02-21","Foreign","DEU",2367226.54,26634
"2019-02-21","Foreign","FRA",2200408.97,42646
"2019-02-21","Foreign","GBR",3136137.86,30958
"2019-02-21","Foreign","ITA",858716.99,13950
"2019-02-21","Foreign","LIE",209122.15,3211
"2019-02-21","Foreign","NLD",849196.209999999,10944
"2019-02-21","Foreign","RUS",613004.060000001,4574
"2019-02-21","Foreign","RoW",6634764.02000003,52238
"2019-02-21","Foreign","USA",2003612.7,14101
"2019-02-22","Domestic","CHE",150837650.47,2672683
"2019-02-22","Foreign","AUT",304372.64,3655
"2019-02-22","Foreign","CHN",2792445.47,3777
"2019-02-22","Foreign","DEU",2762189.28,28732
"2019-02-22","Foreign","FRA",2574295.82999999,45878
"2019-02-22","Foreign","GBR",4028585.63,33030
"2019-02-22","Foreign","ITA",991162.54,15164
"2019-02-22","Foreign","LIE",325457.03,4042
"2019-02-22","Foreign","NLD",1369391.26,13247
"2019-02-22","Foreign","RUS",833427.44,5094
"2019-02-22","Foreign","RoW",7754664.02000002,57292
"2019-02-22","Foreign","USA",2241858.22,17409
"2019-02-23","Domestic","CHE",185119153.07,2773637
"2019-02-23","Foreign","AUT",295842.21,3365
"2019-02-23","Foreign","CHN",2243746.96,4148
"2019-02-23","Foreign","DEU",3075895.61000001,31879
"2019-02-23","Foreign","FRA",2868757.26,41831
"2019-02-23","Foreign","GBR",3478086.74,32973
"2019-02-23","Foreign","ITA",1329048.21,19173
"2019-02-23","Foreign","LIE",381974.84,4505
"2019-02-23","Foreign","NLD",2184592.01,16525
"2019-02-23","Foreign","RUS",914380.04,5532
"2019-02-23","Foreign","RoW",6979680.73000004,60250
"2019-02-23","Foreign","USA",1744709.68,17261
"2019-02-24","Domestic","CHE",48597702.41,950483
"2019-02-24","Foreign","AUT",185259.19,2428
"2019-02-24","Foreign","CHN",962920.33,2107
"2019-02-24","Foreign","DEU",2465975.34,22666
"2019-02-24","Foreign","FRA",2086138.4,28318
"2019-02-24","Foreign","GBR",2542724.47,23240
"2019-02-24","Foreign","ITA",1092649.83,14982
"2019-02-24","Foreign","LIE",59417.19,1107
"2019-02-24","Foreign","NLD",1454995.16,10951
"2019-02-24","Foreign","RUS",665608.829999999,3860
"2019-02-24","Foreign","RoW",4823905.95,41432
"2019-02-24","Foreign","USA",1238660.67,13131
"2019-02-25","Domestic","CHE",120824391.36,2377775
"2019-02-25","Foreign","AUT",217973.07,2970
"2019-02-25","Foreign","CHN",2394774.95,3169
"2019-02-25","Foreign","DEU",2135745.89,26131
"2019-02-25","Foreign","FRA",2306589.57,41645
"2019-02-25","Foreign","GBR",2351555.52,25829
"2019-02-25","Foreign","ITA",916102.49,13779
"2019-02-25","Foreign","LIE",182947.24,3078
"2019-02-25","Foreign","NLD",973926.389999999,11494
"2019-02-25","Foreign","RUS",683310.98,4680
"2019-02-25","Foreign","RoW",5864438.21000003,50006
"2019-02-25","Foreign","USA",1525371.54,13493
"2019-02-26","Domestic","CHE",121055633.75,2396215
"2019-02-26","Foreign","AUT",227346.92,3187
"2019-02-26","Foreign","CHN",1986836.67,2937
"2019-02-26","Foreign","DEU",2070282.64,26471
"2019-02-26","Foreign","FRA",2057372.04,40197
"2019-02-26","Foreign","GBR",2015388.51,23960
"2019-02-26","Foreign","ITA",853297.47,13413
"2019-02-26","Foreign","LIE",227413.6,3401
"2019-02-26","Foreign","NLD",751937.44,10571
"2019-02-26","Foreign","RUS",509695.3,3948
"2019-02-26","Foreign","RoW",5641434.49,53733
"2019-02-26","Foreign","USA",1668248.31,12389
"2019-02-27","Domestic","CHE",128370344.77,2495933
"2019-02-27","Foreign","AUT",240117.22,3259
"2019-02-27","Foreign","CHN",1648680.26,2934
"2019-02-27","Foreign","DEU",2331132.02000001,28029
"2019-02-27","Foreign","FRA",2131677.55,41538
"2019-02-27","Foreign","GBR",2265172.41,24482
"2019-02-27","Foreign","ITA",944147.09,13721
"2019-02-27","Foreign","LIE",233726.5,3520
"2019-02-27","Foreign","NLD",820133.55,11296
"2019-02-27","Foreign","RUS",683561.67,4140
"2019-02-27","Foreign","RoW",6132885.88000002,50546
"2019-02-27","Foreign","USA",1765938.33,12329
"2019-02-28","Domestic","CHE",128882095.87,2510919
"2019-02-28","Foreign","AUT",283526.36,3507
"2019-02-28","Foreign","CHN",2038188.98,3137
"2019-02-28","Foreign","DEU",2423162.04,28423
"2019-02-28","Foreign","FRA",2459305.17,44111
"2019-02-28","Foreign","GBR",2621485.28,26128
"2019-02-28","Foreign","ITA",884909.64,13939
"2019-02-28","Foreign","LIE",211905.55,3435
"2019-02-28","Foreign","NLD",867221.15,11264
"2019-02-28","Foreign","RUS",577610.91,4208
"2019-02-28","Foreign","RoW",6445387.33,52587
"2019-02-28","Foreign","USA",1972205.07,13747
"2019-03-01","Domestic","CHE",164187027.55,2817837
"2019-03-01","Foreign","AUT",264037.18,3179
"2019-03-01","Foreign","CHN",2342725.66,3723
"2019-03-01","Foreign","DEU",3297275.76999999,32770
"2019-03-01","Foreign","FRA",2802958.69,45798
"2019-03-01","Foreign","GBR",2598789.79,27003
"2019-03-01","Foreign","ITA",1231137.62,15903
"2019-03-01","Foreign","LIE",326743.27,4218
"2019-03-01","Foreign","NLD",1296049.28,12359
"2019-03-01","Foreign","RUS",814079.77,4625
"2019-03-01","Foreign","RoW",7313253.40000004,56016
"2019-03-01","Foreign","USA",2264768.52,15726
"2019-03-02","Domestic","CHE",198508199.36,2939184
"2019-03-02","Foreign","AUT",234235.34,3062
"2019-03-02","Foreign","CHN",1638621.31,4005
"2019-03-02","Foreign","DEU",4563739.43,41232
"2019-03-02","Foreign","FRA",3110948.03,42704
"2019-03-02","Foreign","GBR",2369492.51,30714
"2019-03-02","Foreign","ITA",1478819.37,19505
"2019-03-02","Foreign","LIE",442644.74,5157
"2019-03-02","Foreign","NLD",1331142.37,12285
"2019-03-02","Foreign","RUS",1087328.21,5307
"2019-03-02","Foreign","RoW",7481832.14,66161
"2019-03-02","Foreign","USA",1579602.91,15733
"2019-03-03","Domestic","CHE",46802058.57,952060
"2019-03-03","Foreign","AUT",173511.81,2226
"2019-03-03","Foreign","CHN",750021.800000001,2582
"2019-03-03","Foreign","DEU",3873741.38,31271
"2019-03-03","Foreign","FRA",1939495.43,27059
"2019-03-03","Foreign","GBR",2201408.36,25441
"2019-03-03","Foreign","ITA",1198894.97,15573
"2019-03-03","Foreign","LIE",74764.59,1113
"2019-03-03","Foreign","NLD",890875.319999999,7834
"2019-03-03","Foreign","RUS",588570.7,3791
"2019-03-03","Foreign","RoW",5536799.57000001,48979
"2019-03-03","Foreign","USA",1051798.24,12151
"2019-03-04","Domestic","CHE",115232187.4,2322119
"2019-03-04","Foreign","AUT",202257.16,2911
"2019-03-04","Foreign","CHN",2900916.17,2936
"2019-03-04","Foreign","DEU",3677338.26999999,38312
"2019-03-04","Foreign","FRA",2171269.5,40646
"2019-03-04","Foreign","GBR",2318576.99,26249
"2019-03-04","Foreign","ITA",1036035.48,15476
"2019-03-04","Foreign","LIE",259595.6,3744
"2019-03-04","Foreign","NLD",628070.77,8083
"2019-03-04","Foreign","RUS",687571.55,4555
"2019-03-04","Foreign","RoW",6268462.03000003,57145
"2019-03-04","Foreign","USA",1677046.49,13509
"2019-03-05","Domestic","CHE",117359407.91,2353818
"2019-03-05","Foreign","AUT",262427.62,3220
"2019-03-05","Foreign","CHN",2369044.17,3121
"2019-03-05","Foreign","DEU",3560458.17,37075
"2019-03-05","Foreign","FRA",2025973.68,40078
"2019-03-05","Foreign","GBR",2170672.69,24780
"2019-03-05","Foreign","ITA",1112283.44,15146
"2019-03-05","Foreign","LIE",364822.73,4710
"2019-03-05","Foreign","NLD",605981.69,7808
"2019-03-05","Foreign","RUS",649412.98,4653
"2019-03-05","Foreign","RoW",6087460.58000002,54838
"2019-03-05","Foreign","USA",1545089.48,12853
"2019-03-06","Domestic","CHE",122848833.34,2433218
"2019-03-06","Foreign","AUT",287891.65,3442
"2019-03-06","Foreign","CHN",2837563.75,3417
"2019-03-06","Foreign","DEU",3354978.30999999,36372
"2019-03-06","Foreign","FRA",2051362.03,41371
"2019-03-06","Foreign","GBR",2366811.1,25150
"2019-03-06","Foreign","ITA",1026828.79,14909
"2019-03-06","Foreign","LIE",255317.95,3536
"2019-03-06","Foreign","NLD",571808.7,8004
"2019-03-06","Foreign","RUS",984153.78,5141
"2019-03-06","Foreign","RoW",6688980.02,57589
"2019-03-06","Foreign","USA",1619480.84,13637
"2019-03-07","Domestic","CHE",128113106.68,2503400
"2019-03-07","Foreign","AUT",275365.74,3469
"2019-03-07","Foreign","CHN",2965778.74,3592
"2019-03-07","Foreign","DEU",3414804.4,35885
"2019-03-07","Foreign","FRA",2220228.47,45448
"2019-03-07","Foreign","GBR",2556895.35,26531
"2019-03-07","Foreign","ITA",951607.5,15256
"2019-03-07","Foreign","LIE",269075,3907
"2019-03-07","Foreign","NLD",627404.86,8608
"2019-03-07","Foreign","RUS",1055221.71,6145
"2019-03-07","Foreign","RoW",6867136.76000003,62955
"2019-03-07","Foreign","USA",1717657.26,14631
"2019-03-08","Domestic","CHE",160904997,2871152
"2019-03-08","Foreign","AUT",286454.14,3575
"2019-03-08","Foreign","CHN",2699111.38,3844
"2019-03-08","Foreign","DEU",4029831.30000001,37907
"2019-03-08","Foreign","FRA",2743531.72,51254
"2019-03-08","Foreign","GBR",2564496.94,28624
"2019-03-08","Foreign","ITA",1243732.64,18697
"2019-03-08","Foreign","LIE",338136.15,4453
"2019-03-08","Foreign","NLD",865002.72,9792
"2019-03-08","Foreign","RUS",1088558.97,6591
"2019-03-08","Foreign","RoW",8205816.27999998,67810
"2019-03-08","Foreign","USA",2250876.87,17269
"2019-03-09","Domestic","CHE",196202188.750001,2933148
"2019-03-09","Foreign","AUT",244993.63,3441
"2019-03-09","Foreign","CHN",3153781.89,4493
"2019-03-09","Foreign","DEU",4304698.38,38250
"2019-03-09","Foreign","FRA",2825112.96,49721
"2019-03-09","Foreign","GBR",2452961.52,32389
"2019-03-09","Foreign","ITA",1410594.92,21092
"2019-03-09","Foreign","LIE",441169.59,5223
"2019-03-09","Foreign","NLD",801251.55,9834
"2019-03-09","Foreign","RUS",1000538.79,6761
"2019-03-09","Foreign","RoW",8603286.77000004,70002
"2019-03-09","Foreign","USA",1621759.91,17824
"2019-03-10","Domestic","CHE",43698676.21,898093
"2019-03-10","Foreign","AUT",197384.9,2472
"2019-03-10","Foreign","CHN",1702990.93,3054
"2019-03-10","Foreign","DEU",2827259.15,24239
"2019-03-10","Foreign","FRA",1627727.77,32543
"2019-03-10","Foreign","GBR",2088710.5,25431
"2019-03-10","Foreign","ITA",1083952.43,15130
"2019-03-10","Foreign","LIE",63416.24,1055
"2019-03-10","Foreign","NLD",609505.96,6583
"2019-03-10","Foreign","RUS",703292.8,4777
"2019-03-10","Foreign","RoW",4600218.63,45710
"2019-03-10","Foreign","USA",1103177.63,12995
"2019-03-11","Domestic","CHE",109681251.73,2265650
"2019-03-11","Foreign","AUT",228703.06,3260
"2019-03-11","Foreign","CHN",2569936.49,3666
"2019-03-11","Foreign","DEU",2246876.57,27280
"2019-03-11","Foreign","FRA",1865622.7,41390
"2019-03-11","Foreign","GBR",2176229.94,26332
"2019-03-11","Foreign","ITA",936211.96,14692
"2019-03-11","Foreign","LIE",177958.97,3059
"2019-03-11","Foreign","NLD",457658.01,6111
"2019-03-11","Foreign","RUS",804366.430000001,5436
"2019-03-11","Foreign","RoW",6198400.14000004,52264
"2019-03-11","Foreign","USA",1534152.64,14725
"2019-03-12","Domestic","CHE",112923604.05,2331380
"2019-03-12","Foreign","AUT",243925.28,3517
"2019-03-12","Foreign","CHN",2753378.43,3316
"2019-03-12","Foreign","DEU",2173954.62,28425
"2019-03-12","Foreign","FRA",1903781.29,41119
"2019-03-12","Foreign","GBR",2087618.32,25549
"2019-03-12","Foreign","ITA",938301.199999999,14719
"2019-03-12","Foreign","LIE",194838.29,3155
"2019-03-12","Foreign","NLD",426218.67,6462
"2019-03-12","Foreign","RUS",641921.030000001,4367
"2019-03-12","Foreign","RoW",5707913.02000004,51130
"2019-03-12","Foreign","USA",1620071.52,14534
"2019-03-13","Domestic","CHE",122916790.13,2383901
"2019-03-13","Foreign","AUT",318159.529999999,3671
"2019-03-13","Foreign","CHN",2834217.99,3469
"2019-03-13","Foreign","DEU",2370421.9,28738
"2019-03-13","Foreign","FRA",2038477.02,41948
"2019-03-13","Foreign","GBR",2184892.01,25645
"2019-03-13","Foreign","ITA",935067.439999999,14828
"2019-03-13","Foreign","LIE",236695.25,3300
"2019-03-13","Foreign","NLD",485097.38,6582
"2019-03-13","Foreign","RUS",411934.06,4324
"2019-03-13","Foreign","RoW",5611100.06000001,52081
"2019-03-13","Foreign","USA",1667995.85,14596
"2019-03-14","Domestic","CHE",121012730.89,2390899
"2019-03-14","Foreign","AUT",311605.36,3530
"2019-03-14","Foreign","CHN",3379780.3,4029
"2019-03-14","Foreign","DEU",2505033.22,29043
"2019-03-14","Foreign","FRA",2098062.08,44014
"2019-03-14","Foreign","GBR",2252164.53,26641
"2019-03-14","Foreign","ITA",979846.28,15359
"2019-03-14","Foreign","LIE",233105.87,3396
"2019-03-14","Foreign","NLD",512719.94,6570
"2019-03-14","Foreign","RUS",498489.31,4095
"2019-03-14","Foreign","RoW",6155205.23000001,53774
"2019-03-14","Foreign","USA",1760406.35,15757
"2019-03-15","Domestic","CHE",154853834.51,2779746
"2019-03-15","Foreign","AUT",302014.24,3763
"2019-03-15","Foreign","CHN",3024977.76,4582
"2019-03-15","Foreign","DEU",2987148.94999999,31868
"2019-03-15","Foreign","FRA",2361748.43,47738
"2019-03-15","Foreign","GBR",2640560.78,28697
"2019-03-15","Foreign","ITA",1112904.48,17128
"2019-03-15","Foreign","LIE",304314.23,4103
"2019-03-15","Foreign","NLD",599411.15,7575
"2019-03-15","Foreign","RUS",583056.93,4949
"2019-03-15","Foreign","RoW",6606107.40000002,60601
"2019-03-15","Foreign","USA",1972547.38,18163
"2019-03-16","Domestic","CHE",188354576.64,2900955
"2019-03-16","Foreign","AUT",298725.59,3645
"2019-03-16","Foreign","CHN",3618278.32,4712
"2019-03-16","Foreign","DEU",3388571.14,36548
"2019-03-16","Foreign","FRA",2426744.47,46491
"2019-03-16","Foreign","GBR",2418700.53,33147
"2019-03-16","Foreign","ITA",1400914.59,21680
"2019-03-16","Foreign","LIE",409030.63,4977
"2019-03-16","Foreign","NLD",649320.79,9016
"2019-03-16","Foreign","RUS",589526.68,5310
"2019-03-16","Foreign","RoW",6475620.43000003,67391
"2019-03-16","Foreign","USA",1650619.2,18992
"2019-03-17","Domestic","CHE",45321835.02,908252
"2019-03-17","Foreign","AUT",219498.7,2507
"2019-03-17","Foreign","CHN",1179758.04,2959
"2019-03-17","Foreign","DEU",2559874.26,23738
"2019-03-17","Foreign","FRA",1558940.58,30637
"2019-03-17","Foreign","GBR",2109634.42,25080
"2019-03-17","Foreign","ITA",1030056.66,14345
"2019-03-17","Foreign","LIE",61205.9,1150
"2019-03-17","Foreign","NLD",478132.64,6095
"2019-03-17","Foreign","RUS",333355.13,3600
"2019-03-17","Foreign","RoW",4317601.31999998,45267
"2019-03-17","Foreign","USA",1279004.51,14943
"2019-03-18","Domestic","CHE",112904119.1,2325168
"2019-03-18","Foreign","AUT",249407.64,3630
"2019-03-18","Foreign","CHN",3050798.08,4257
"2019-03-18","Foreign","DEU",2103895.4,26718
"2019-03-18","Foreign","FRA",1794677.48,37243
"2019-03-18","Foreign","GBR",2148505.59,25625
"2019-03-18","Foreign","ITA",870373.25,13733
"2019-03-18","Foreign","LIE",243853.74,3628
"2019-03-18","Foreign","NLD",427963.730000001,6213
"2019-03-18","Foreign","RUS",501731.76,4245
"2019-03-18","Foreign","RoW",6396280.30999999,52149
"2019-03-18","Foreign","USA",2560309.91,16985
"2019-03-19","Domestic","CHE",109890290.37,2253192
"2019-03-19","Foreign","AUT",260455.07,3639
"2019-03-19","Foreign","CHN",2905126.86,4474
"2019-03-19","Foreign","DEU",1905919.56,26210
"2019-03-19","Foreign","FRA",1681238.85,36401
"2019-03-19","Foreign","GBR",2138759.03,23710
"2019-03-19","Foreign","ITA",676821.96,10693
"2019-03-19","Foreign","LIE",460192.11,5797
"2019-03-19","Foreign","NLD",382194.97,5376
"2019-03-19","Foreign","RUS",548928.41,3722
"2019-03-19","Foreign","RoW",5823975.71000003,50439
"2019-03-19","Foreign","USA",1581115.93,15838
"2019-03-20","Domestic","CHE",120974653.72,2415463
"2019-03-20","Foreign","AUT",306878.06,3544
"2019-03-20","Foreign","CHN",3324114.88,4806
"2019-03-20","Foreign","DEU",2117307.25,28273
"2019-03-20","Foreign","FRA",1767643.96,37888
"2019-03-20","Foreign","GBR",2051809.65,23967
"2019-03-20","Foreign","ITA",858719.44,14336
"2019-03-20","Foreign","LIE",207312.37,3184
"2019-03-20","Foreign","NLD",412776.07,6181
"2019-03-20","Foreign","RUS",491445.11,4367
"2019-03-20","Foreign","RoW",6253818.54000001,55439
"2019-03-20","Foreign","USA",1871438.89,16082
"2019-03-21","Domestic","CHE",124076098.29,2450116
"2019-03-21","Foreign","AUT",340564.98,3875
"2019-03-21","Foreign","CHN",3474949.11,4705
"2019-03-21","Foreign","DEU",2364645.94,29093
"2019-03-21","Foreign","FRA",1948851.25,40402
"2019-03-21","Foreign","GBR",2355380.62,26580
"2019-03-21","Foreign","ITA",875353.79,14624
"2019-03-21","Foreign","LIE",201287.99,3150
"2019-03-21","Foreign","NLD",541248.42,6573
"2019-03-21","Foreign","RUS",585268.57,4515
"2019-03-21","Foreign","RoW",6645113.33,57836
"2019-03-21","Foreign","USA",2001580.8,17720
"2019-03-22","Domestic","CHE",156900581.75,2818679
"2019-03-22","Foreign","AUT",339465.579999999,3865
"2019-03-22","Foreign","CHN",3405141.66,5026
"2019-03-22","Foreign","DEU",2912026.97,31922
"2019-03-22","Foreign","FRA",2202711.75,43890
"2019-03-22","Foreign","GBR",2512193.5,27850
"2019-03-22","Foreign","ITA",976445.300000001,16038
"2019-03-22","Foreign","LIE",306966.07,4043
"2019-03-22","Foreign","NLD",627851.92,7572
"2019-03-22","Foreign","RUS",723015.42,5073
"2019-03-22","Foreign","RoW",7553307.52999999,62603
