"Date","Agglomeration type","Merchant category","Amount CHF","Number of transactions"
"2020-03-08","Municipality: multiorientated","Transport services",47676.85,1127
"2020-03-08","Municipality: rural","Accommodation",4565668.05,20317
"2020-03-08","Municipality: rural","Food and beverage services",1815650.06,32755
"2020-03-08","Municipality: rural","Other",423008.85,4813
"2020-03-08","Municipality: rural","Retail: Food, beverage, tobacco",1053554.84,33136
"2020-03-08","Municipality: rural","Retail: Fuel stations",1799455.9,40962
"2020-03-08","Municipality: rural","Retail: Other goods",1344377.01,10529
"2020-03-08","Municipality: rural","Transport services",3412665.8,38850
"2020-03-08","Principle core: city","Accommodation",1958969.67,12217
"2020-03-08","Principle core: city","Food and beverage services",4608459.51,109436
"2020-03-08","Principle core: city","Other",1142436.42,19896
"2020-03-08","Principle core: city","Retail: Food, beverage, tobacco",2571505.99,154903
"2020-03-08","Principle core: city","Retail: Fuel stations",2593837.12,80148
"2020-03-08","Principle core: city","Retail: Other goods",1112230.05,20478
"2020-03-08","Principle core: city","Transport services",271696.12,21554
"2020-03-08","Principle core: other","Accommodation",389061.96,2731
"2020-03-08","Principle core: other","Food and beverage services",1495401.61,37492
"2020-03-08","Principle core: other","Other",615101.02,8909
"2020-03-08","Principle core: other","Retail: Food, beverage, tobacco",804994.03,38319
"2020-03-08","Principle core: other","Retail: Fuel stations",2667005.76,77418
"2020-03-08","Principle core: other","Retail: Other goods",1044527.3,14739
"2020-03-08","Principle core: other","Transport services",375314.53,14427
"2020-03-08","Secondary core","Accommodation",147018.86,1117
"2020-03-08","Secondary core","Food and beverage services",389475.4,7261
"2020-03-08","Secondary core","Other",203855.45,3325
"2020-03-08","Secondary core","Retail: Food, beverage, tobacco",281853.4,13863
"2020-03-08","Secondary core","Retail: Fuel stations",1007108.22,28728
"2020-03-08","Secondary core","Retail: Other goods",81519.2,826
"2020-03-08","Secondary core","Transport services",6664.45,783
"2020-03-09","9999","Food and beverage services",5439.9,547
"2020-03-09","9999","Retail: Food, beverage, tobacco",1021.35,34
"2020-03-09","9999","Retail: Fuel stations",24232.82,610
"2020-03-09","9999","Retail: Other goods",767.7,11
"2020-03-09","Commuting zone","Accommodation",180591.93,1347
"2020-03-09","Commuting zone","Food and beverage services",281342.4,7525
"2020-03-09","Commuting zone","Other",734013.73,4088
"2020-03-09","Commuting zone","Retail: Food, beverage, tobacco",4180210.35,101062
"2020-03-09","Commuting zone","Retail: Fuel stations",1464467.73,33639
"2020-03-09","Commuting zone","Retail: Other goods",1960520.07,24989
"2020-03-09","Commuting zone","Transport services",104751.21,1496
"2020-03-09","Municipality: core","Accommodation",836325.6,2204
"2020-03-09","Municipality: core","Food and beverage services",327194.53,8333
"2020-03-09","Municipality: core","Other",386377.26,2507
"2020-03-09","Municipality: core","Retail: Food, beverage, tobacco",2970988.41,86435
"2020-03-09","Municipality: core","Retail: Fuel stations",594603.72,14688
"2020-03-09","Municipality: core","Retail: Other goods",2314241.49,24832
"2020-03-09","Municipality: core","Transport services",75721.67,1288
"2020-03-09","Municipality: multiorientated","Accommodation",81606.98,518
"2020-03-09","Municipality: multiorientated","Food and beverage services",133633.93,2667
"2020-03-09","Municipality: multiorientated","Other",291967.96,2517
"2020-03-09","Municipality: multiorientated","Retail: Food, beverage, tobacco",2288924.16,51501
"2020-03-09","Municipality: multiorientated","Retail: Fuel stations",829907.800000001,18563
"2020-03-09","Municipality: multiorientated","Retail: Other goods",1643839.88,16509
"2020-03-09","Municipality: multiorientated","Transport services",5352.69,219
"2020-03-09","Municipality: rural","Accommodation",1534321.67,6124
"2020-03-09","Municipality: rural","Food and beverage services",538309.62,11654
"2020-03-09","Municipality: rural","Other",597075.39,4251
"2020-03-09","Municipality: rural","Retail: Food, beverage, tobacco",4782840.92,110209
"2020-03-09","Municipality: rural","Retail: Fuel stations",1493058.14,31548
"2020-03-09","Municipality: rural","Retail: Other goods",2891273.46,29137
"2020-03-09","Municipality: rural","Transport services",527071.47,5448
"2020-03-09","Principle core: city","Accommodation",1554797.92,10153
"2020-03-09","Principle core: city","Food and beverage services",4150536.67,188297
"2020-03-09","Principle core: city","Other",4300955.69,33017
"2020-03-09","Principle core: city","Retail: Food, beverage, tobacco",17859703.14,704589
"2020-03-09","Principle core: city","Retail: Fuel stations",2213185.91,65687
"2020-03-09","Principle core: city","Retail: Other goods",15958294.41,191251
"2020-03-09","Principle core: city","Transport services",679053.549999999,43166
"2020-03-09","Principle core: other","Accommodation",415661.74,3114
"2020-03-09","Principle core: other","Food and beverage services",1425177.8,68119
"2020-03-09","Principle core: other","Other",2664549.26,16260
"2020-03-09","Principle core: other","Retail: Food, beverage, tobacco",11544695.45,298339
"2020-03-09","Principle core: other","Retail: Fuel stations",2297083.93,64177
"2020-03-09","Principle core: other","Retail: Other goods",8600116.76999999,100721
"2020-03-09","Principle core: other","Transport services",347205.84,18927
"2020-03-09","Secondary core","Accommodation",97768.16,900
"2020-03-09","Secondary core","Food and beverage services",325699.11,13465
"2020-03-09","Secondary core","Other",775649.73,5117
"2020-03-09","Secondary core","Retail: Food, beverage, tobacco",3751614.73,95134
"2020-03-09","Secondary core","Retail: Fuel stations",858582.42,22691
"2020-03-09","Secondary core","Retail: Other goods",3046461.35,35775
"2020-03-09","Secondary core","Transport services",27958.2,2646
"2020-03-10","9999","Food and beverage services",6073,571
"2020-03-10","9999","Retail: Food, beverage, tobacco",994.9,30
"2020-03-10","9999","Retail: Fuel stations",24292.85,614
"2020-03-10","9999","Retail: Other goods",982,10
"2020-03-10","Commuting zone","Accommodation",188026.98,1461
"2020-03-10","Commuting zone","Food and beverage services",358250.88,8787
"2020-03-10","Commuting zone","Other",881529.02,4668
"2020-03-10","Commuting zone","Retail: Food, beverage, tobacco",4201075.25,97736
"2020-03-10","Commuting zone","Retail: Fuel stations",1487227.19,33824
"2020-03-10","Commuting zone","Retail: Other goods",2047516.61,24819
"2020-03-10","Commuting zone","Transport services",62666.94,934
"2020-03-10","Municipality: core","Accommodation",597184.78,1994
"2020-03-10","Municipality: core","Food and beverage services",348458.06,8587
"2020-03-10","Municipality: core","Other",459013.53,3054
"2020-03-10","Municipality: core","Retail: Food, beverage, tobacco",3217516.12,86599
"2020-03-10","Municipality: core","Retail: Fuel stations",600234.96,14815
"2020-03-10","Municipality: core","Retail: Other goods",2312298.17,23864
"2020-03-10","Municipality: core","Transport services",60827.62,1254
"2020-03-10","Municipality: multiorientated","Accommodation",67793.92,538
"2020-03-10","Municipality: multiorientated","Food and beverage services",149893.3,3028
"2020-03-10","Municipality: multiorientated","Other",346536.14,2825
"2020-03-10","Municipality: multiorientated","Retail: Food, beverage, tobacco",2295929.89,49808
"2020-03-10","Municipality: multiorientated","Retail: Fuel stations",825034.07,18632
"2020-03-10","Municipality: multiorientated","Retail: Other goods",1567681.15,15699
"2020-03-10","Municipality: multiorientated","Transport services",3088.5,183
"2020-03-10","Municipality: rural","Accommodation",1184092.54,5511
"2020-03-10","Municipality: rural","Food and beverage services",516946.47,10933
"2020-03-10","Municipality: rural","Other",640326.12,4860
"2020-03-10","Municipality: rural","Retail: Food, beverage, tobacco",4864445.53000001,105607
"2020-03-10","Municipality: rural","Retail: Fuel stations",1471283.84,31438
"2020-03-10","Municipality: rural","Retail: Other goods",2718129.83,28137
"2020-03-10","Municipality: rural","Transport services",292602.45,3609
"2020-03-10","Principle core: city","Accommodation",1553477.93,11134
"2020-03-10","Principle core: city","Food and beverage services",4986982.8,205403
"2020-03-10","Principle core: city","Other",5081287.32,38116
"2020-03-10","Principle core: city","Retail: Food, beverage, tobacco",17525520.45,673537
"2020-03-10","Principle core: city","Retail: Fuel stations",2230342.73,66073
"2020-03-10","Principle core: city","Retail: Other goods",16222225.17,186025
"2020-03-10","Principle core: city","Transport services",618517.35,46105
"2020-03-10","Principle core: other","Accommodation",401669.99,3515
"2020-03-10","Principle core: other","Food and beverage services",1630714.64,69556
"2020-03-10","Principle core: other","Other",2620238.95,17679
"2020-03-10","Principle core: other","Retail: Food, beverage, tobacco",11760406.24,287308
"2020-03-10","Principle core: other","Retail: Fuel stations",2350883.26,64905
"2020-03-10","Principle core: other","Retail: Other goods",8636625.25,95996
"2020-03-10","Principle core: other","Transport services",258788.81,18146
"2020-03-10","Secondary core","Accommodation",129707.14,1018
"2020-03-10","Secondary core","Food and beverage services",422921.56,15410
"2020-03-10","Secondary core","Other",857694.36,5683
"2020-03-10","Secondary core","Retail: Food, beverage, tobacco",3779980.56,92961
"2020-03-10","Secondary core","Retail: Fuel stations",882316.7,23019
"2020-03-10","Secondary core","Retail: Other goods",3052293.23,34707
"2020-03-10","Secondary core","Transport services",22821.65,2709
"2020-03-11","9999","Food and beverage services",6051.9,557
"2020-03-11","9999","Retail: Food, beverage, tobacco",2091.85,58
"2020-03-11","9999","Retail: Fuel stations",24135.42,661
"2020-03-11","9999","Retail: Other goods",874.9,8
"2020-03-11","Commuting zone","Accommodation",233176.85,1886
"2020-03-11","Commuting zone","Food and beverage services",500977.25,10573
"2020-03-11","Commuting zone","Other",786879.89,5198
"2020-03-11","Commuting zone","Retail: Food, beverage, tobacco",4379567.43,102816
"2020-03-11","Commuting zone","Retail: Fuel stations",1565676.22,37081
"2020-03-11","Commuting zone","Retail: Other goods",2254196.16,27746
"2020-03-11","Commuting zone","Transport services",153093.34,2419
"2020-03-11","Municipality: core","Accommodation",610963.26,2139
"2020-03-11","Municipality: core","Food and beverage services",481537.99,10640
"2020-03-11","Municipality: core","Other",458980.43,3167
"2020-03-11","Municipality: core","Retail: Food, beverage, tobacco",3101107.37,87693
"2020-03-11","Municipality: core","Retail: Fuel stations",650338.62,16361
"2020-03-11","Municipality: core","Retail: Other goods",2388584.46,26396
"2020-03-11","Municipality: core","Transport services",164478.54,2331
"2020-03-11","Municipality: multiorientated","Accommodation",86402.2,651
"2020-03-11","Municipality: multiorientated","Food and beverage services",197889.23,3604
"2020-03-11","Municipality: multiorientated","Other",343623.41,3026
"2020-03-11","Municipality: multiorientated","Retail: Food, beverage, tobacco",2397072.67,52564
"2020-03-11","Municipality: multiorientated","Retail: Fuel stations",909760.62,20670
"2020-03-11","Municipality: multiorientated","Retail: Other goods",1666280.9,17433
"2020-03-11","Municipality: multiorientated","Transport services",9518.95,258
"2020-03-11","Municipality: rural","Accommodation",1148364.79,6841
"2020-03-11","Municipality: rural","Food and beverage services",805739.32,17020
"2020-03-11","Municipality: rural","Other",672117.51,4843
"2020-03-11","Municipality: rural","Retail: Food, beverage, tobacco",4834749.13,108633
"2020-03-11","Municipality: rural","Retail: Fuel stations",1622212.3,35091
"2020-03-11","Municipality: rural","Retail: Other goods",2844913,30180
"2020-03-11","Municipality: rural","Transport services",968692.45,11358
"2020-03-11","Principle core: city","Accommodation",1735455.58,11824
"2020-03-11","Principle core: city","Food and beverage services",5482840.68,210881
"2020-03-11","Principle core: city","Other",5330374.79,40355
"2020-03-11","Principle core: city","Retail: Food, beverage, tobacco",18338827.87,706293
"2020-03-11","Principle core: city","Retail: Fuel stations",2424319.86,72334
"2020-03-11","Principle core: city","Retail: Other goods",18673898.36,217373
"2020-03-11","Principle core: city","Transport services",615157.56,45606
"2020-03-11","Principle core: other","Accommodation",492382.9,3693
"2020-03-11","Principle core: other","Food and beverage services",1773561.07,69883
"2020-03-11","Principle core: other","Other",2660716.59,18602
"2020-03-11","Principle core: other","Retail: Food, beverage, tobacco",12230083.67,300388
"2020-03-11","Principle core: other","Retail: Fuel stations",2537688,71086
"2020-03-11","Principle core: other","Retail: Other goods",9471182.89,106964
"2020-03-11","Principle core: other","Transport services",266295.7,18336
"2020-03-11","Secondary core","Accommodation",141389.96,1194
"2020-03-11","Secondary core","Food and beverage services",478148.84,15808
"2020-03-11","Secondary core","Other",869948.29,6180
"2020-03-11","Secondary core","Retail: Food, beverage, tobacco",3931910.23,97190
"2020-03-11","Secondary core","Retail: Fuel stations",944358.81,25248
"2020-03-11","Secondary core","Retail: Other goods",3455286.95,38386
