"Date","Cardholder origin","Merchant category","Amount CHF","Number of transactions"
"2020-07-19","Domestic","Transport services",4167978.2,180401
"2020-07-19","Foreign","Accommodation",2464974.69,11488
"2020-07-19","Foreign","Entertainment and sports",192446.18,4190
"2020-07-19","Foreign","Food and beverage services",1084604.05,24675
"2020-07-19","Foreign","Human health services",27392.03,158
"2020-07-19","Foreign","Other",26065.53,156
"2020-07-19","Foreign","Personal services",70212.92,923
"2020-07-19","Foreign","Professional services",555445.310000001,6178
"2020-07-19","Foreign","Retail: Food, beverage, tobacco",590572.380000001,24004
"2020-07-19","Foreign","Retail: Fuel stations",932973.200000001,25948
"2020-07-19","Foreign","Retail: Other goods",1024319.68,8767
"2020-07-19","Foreign","Transport services",684294.389999999,20937
"2020-07-20","Domestic","Accommodation",6392195.58,40860
"2020-07-20","Domestic","Entertainment and sports",1967169.61,36421
"2020-07-20","Domestic","Food and beverage services",8598945.03000001,239630
"2020-07-20","Domestic","Human health services",1684853.56,11029
"2020-07-20","Domestic","Other",2740070.69,20169
"2020-07-20","Domestic","Personal services",1232705.32,12941
"2020-07-20","Domestic","Professional services",5066684,55554
"2020-07-20","Domestic","Retail: Food, beverage, tobacco",52264810.84,1440982
"2020-07-20","Domestic","Retail: Fuel stations",10772331.79,321875
"2020-07-20","Domestic","Retail: Other goods",49619707.7,563953
"2020-07-20","Domestic","Transport services",4073852.98,198007
"2020-07-20","Foreign","Accommodation",2221578.26,9814
"2020-07-20","Foreign","Entertainment and sports",159913.14,3215
"2020-07-20","Foreign","Food and beverage services",916226.860000002,24073
"2020-07-20","Foreign","Human health services",194258.48,585
"2020-07-20","Foreign","Other",125844.15,602
"2020-07-20","Foreign","Personal services",70433.79,1012
"2020-07-20","Foreign","Professional services",1291651.86,8621
"2020-07-20","Foreign","Retail: Food, beverage, tobacco",1973060.63,63148
"2020-07-20","Foreign","Retail: Fuel stations",801446.950000001,22213
"2020-07-20","Foreign","Retail: Other goods",3214676.51999999,24284
"2020-07-20","Foreign","Transport services",668535.99,22694
"2020-07-21","Domestic","Accommodation",6141306.42,40044
"2020-07-21","Domestic","Entertainment and sports",2121756.74,37559
"2020-07-21","Domestic","Food and beverage services",10404069.95,263386
"2020-07-21","Domestic","Human health services",2439464.73,12634
"2020-07-21","Domestic","Other",3103306.71,19971
"2020-07-21","Domestic","Personal services",2369814.9,23715
"2020-07-21","Domestic","Professional services",4007943.32,45567
"2020-07-21","Domestic","Retail: Food, beverage, tobacco",50555532.73,1389637
"2020-07-21","Domestic","Retail: Fuel stations",10171373.23,301873
"2020-07-21","Domestic","Retail: Other goods",54475830.9400001,595841
"2020-07-21","Domestic","Transport services",3505347.54,191802
"2020-07-21","Foreign","Accommodation",2073000.99,9294
"2020-07-21","Foreign","Entertainment and sports",214000.76,3617
"2020-07-21","Foreign","Food and beverage services",984533.360000001,24411
"2020-07-21","Foreign","Human health services",161730.38,637
"2020-07-21","Foreign","Other",215691.08,719
"2020-07-21","Foreign","Personal services",122496.15,1204
"2020-07-21","Foreign","Professional services",1202455.4,7751
"2020-07-21","Foreign","Retail: Food, beverage, tobacco",1867697.06,59844
"2020-07-21","Foreign","Retail: Fuel stations",734306.140000001,20277
"2020-07-21","Foreign","Retail: Other goods",3512020.65,25218
"2020-07-21","Foreign","Transport services",583334.29,21351
"2020-07-22","Domestic","Accommodation",6746024.17,40807
"2020-07-22","Domestic","Entertainment and sports",2087611.19,37948
"2020-07-22","Domestic","Food and beverage services",11575011.73,280059
"2020-07-22","Domestic","Human health services",2492752.68,12601
"2020-07-22","Domestic","Other",3186630.78,20512
"2020-07-22","Domestic","Personal services",2408094.61,24069
"2020-07-22","Domestic","Professional services",4100601.72,46973
"2020-07-22","Domestic","Retail: Food, beverage, tobacco",49996612.45,1375547
"2020-07-22","Domestic","Retail: Fuel stations",10340376.47,306059
"2020-07-22","Domestic","Retail: Other goods",56593478.77,607312
"2020-07-22","Domestic","Transport services",3529816.09,197969
"2020-07-22","Foreign","Accommodation",2024007.96,9453
"2020-07-22","Foreign","Entertainment and sports",209794.29,3819
"2020-07-22","Foreign","Food and beverage services",1038292.65,25000
"2020-07-22","Foreign","Human health services",324205.44,648
"2020-07-22","Foreign","Other",175557.15,505
"2020-07-22","Foreign","Personal services",84792.89,1000
"2020-07-22","Foreign","Professional services",1245655.28,7783
"2020-07-22","Foreign","Retail: Food, beverage, tobacco",1763458.87,58399
"2020-07-22","Foreign","Retail: Fuel stations",717154.569999999,20112
"2020-07-22","Foreign","Retail: Other goods",3248089.64,25130
"2020-07-22","Foreign","Transport services",518820.340000001,21401
"2020-07-23","Domestic","Accommodation",7836220.64000001,46115
"2020-07-23","Domestic","Entertainment and sports",1989122.95,38356
"2020-07-23","Domestic","Food and beverage services",13003689.37,300619
"2020-07-23","Domestic","Human health services",2595716.12,12516
"2020-07-23","Domestic","Other",3361820.05,20999
"2020-07-23","Domestic","Personal services",2671769.53,25334
"2020-07-23","Domestic","Professional services",4189666.82,47938
"2020-07-23","Domestic","Retail: Food, beverage, tobacco",51883942.31,1400174
"2020-07-23","Domestic","Retail: Fuel stations",11045971.13,326932
"2020-07-23","Domestic","Retail: Other goods",52989937.59,592207
"2020-07-23","Domestic","Transport services",3765428.22,208515
"2020-07-23","Foreign","Accommodation",2084710.98,9810
"2020-07-23","Foreign","Entertainment and sports",189937.93,3756
"2020-07-23","Foreign","Food and beverage services",1114488.06,26779
"2020-07-23","Foreign","Human health services",257766.71,648
"2020-07-23","Foreign","Other",141669.02,562
"2020-07-23","Foreign","Personal services",108373.69,1059
"2020-07-23","Foreign","Professional services",1306139.39,8259
"2020-07-23","Foreign","Retail: Food, beverage, tobacco",1761540.73,59291
"2020-07-23","Foreign","Retail: Fuel stations",788993.240000002,21810
"2020-07-23","Foreign","Retail: Other goods",3029762.05,24801
"2020-07-23","Foreign","Transport services",616644.87,22810
"2020-07-24","Domestic","Accommodation",9359890.31,44790
"2020-07-24","Domestic","Entertainment and sports",2343862.63,39216
"2020-07-24","Domestic","Food and beverage services",14824553.8,316095
"2020-07-24","Domestic","Human health services",2965765.61,13430
"2020-07-24","Domestic","Other",5416109.07,24342
"2020-07-24","Domestic","Personal services",3330302.26,32680
"2020-07-24","Domestic","Professional services",5782083.87,55764
"2020-07-24","Domestic","Retail: Food, beverage, tobacco",78655060.39,1684015
"2020-07-24","Domestic","Retail: Fuel stations",13321856.26,357724
"2020-07-24","Domestic","Retail: Other goods",72020246.7299999,760149
"2020-07-24","Domestic","Transport services",3647874.7,213706
"2020-07-24","Foreign","Accommodation",2509852.51,10256
"2020-07-24","Foreign","Entertainment and sports",221478.32,4032
"2020-07-24","Foreign","Food and beverage services",1243884.59,28030
"2020-07-24","Foreign","Human health services",153692.47,622
"2020-07-24","Foreign","Other",177865.11,506
"2020-07-24","Foreign","Personal services",96924.98,1185
"2020-07-24","Foreign","Professional services",1239027.13,9455
"2020-07-24","Foreign","Retail: Food, beverage, tobacco",2226531.47,63934
"2020-07-24","Foreign","Retail: Fuel stations",942802.580000001,24171
"2020-07-24","Foreign","Retail: Other goods",3819983.10999999,30236
"2020-07-24","Foreign","Transport services",508982.68,22001
"2020-07-25","Domestic","Accommodation",10180573.45,52826
"2020-07-25","Domestic","Entertainment and sports",2076700.7,40641
"2020-07-25","Domestic","Food and beverage services",15048637.38,274712
"2020-07-25","Domestic","Human health services",2069193.92,8184
"2020-07-25","Domestic","Other",2483595.66,21244
"2020-07-25","Domestic","Personal services",2616344.61,24865
"2020-07-25","Domestic","Professional services",3061058,38785
"2020-07-25","Domestic","Retail: Food, beverage, tobacco",81150947.07,1638248
"2020-07-25","Domestic","Retail: Fuel stations",13352108.18,363638
"2020-07-25","Domestic","Retail: Other goods",71269731.7300001,742491
"2020-07-25","Domestic","Transport services",4367743.9,233174
"2020-07-25","Foreign","Accommodation",2440679.08,11715
"2020-07-25","Foreign","Entertainment and sports",200467.05,4108
"2020-07-25","Foreign","Food and beverage services",1396317,29695
"2020-07-25","Foreign","Human health services",67596.09,304
"2020-07-25","Foreign","Other",44423.87,294
"2020-07-25","Foreign","Personal services",102127.22,1200
"2020-07-25","Foreign","Professional services",640810.36,7879
"2020-07-25","Foreign","Retail: Food, beverage, tobacco",2125246.59,60687
"2020-07-25","Foreign","Retail: Fuel stations",981647.940000001,25494
"2020-07-25","Foreign","Retail: Other goods",3427129.70999999,29295
"2020-07-25","Foreign","Transport services",729428.989999999,25441
"2020-07-26","Domestic","Accommodation",9468568.53000001,46736
"2020-07-26","Domestic","Entertainment and sports",1972304.86,38805
"2020-07-26","Domestic","Food and beverage services",10260460.95,193766
"2020-07-26","Domestic","Human health services",144796.79,2249
"2020-07-26","Domestic","Other",892596.74,11275
"2020-07-26","Domestic","Personal services",338488.79,3105
"2020-07-26","Domestic","Professional services",1886620.63,26239
"2020-07-26","Domestic","Retail: Food, beverage, tobacco",7242632.59000001,317998
"2020-07-26","Domestic","Retail: Fuel stations",12081600.74,368995
"2020-07-26","Domestic","Retail: Other goods",8605985.46999999,73703
"2020-07-26","Domestic","Transport services",3783967.44,161295
"2020-07-26","Foreign","Accommodation",2563199.50999999,11169
"2020-07-26","Foreign","Entertainment and sports",197290.92,4206
"2020-07-26","Foreign","Food and beverage services",1121469.95,25208
"2020-07-26","Foreign","Human health services",26928.59,171
"2020-07-26","Foreign","Other",16516.04,132
"2020-07-26","Foreign","Personal services",61153.36,867
"2020-07-26","Foreign","Professional services",499565.33,6003
"2020-07-26","Foreign","Retail: Food, beverage, tobacco",643745.180000001,25551
"2020-07-26","Foreign","Retail: Fuel stations",897260.56,24716
"2020-07-26","Foreign","Retail: Other goods",987173.890000001,9369
"2020-07-26","Foreign","Transport services",604822.74,19734
"2020-07-27","Domestic","Accommodation",6546154.69,42607
"2020-07-27","Domestic","Entertainment and sports",2351460.35,42428
"2020-07-27","Domestic","Food and beverage services",8956538.62999999,247476
"2020-07-27","Domestic","Human health services",1733763.15,11336
"2020-07-27","Domestic","Other",4116404.08,21919
"2020-07-27","Domestic","Personal services",1366292.68,14208
"2020-07-27","Domestic","Professional services",5353945.1,57597
"2020-07-27","Domestic","Retail: Food, beverage, tobacco",56528251.55,1504050
"2020-07-27","Domestic","Retail: Fuel stations",11429248.11,337059
"2020-07-27","Domestic","Retail: Other goods",58304265.46,628873
"2020-07-27","Domestic","Transport services",4427143.85,202539
"2020-07-27","Foreign","Accommodation",2298870.35,10096
"2020-07-27","Foreign","Entertainment and sports",176323.05,3312
"2020-07-27","Foreign","Food and beverage services",924613.320000001,24183
"2020-07-27","Foreign","Human health services",164810.81,645
"2020-07-27","Foreign","Other",106343.31,552
"2020-07-27","Foreign","Personal services",67151.24,1061
"2020-07-27","Foreign","Professional services",1322844.68,8829
"2020-07-27","Foreign","Retail: Food, beverage, tobacco",2096211.66,64847
"2020-07-27","Foreign","Retail: Fuel stations",802074.170000001,22089
"2020-07-27","Foreign","Retail: Other goods",3173736.26000001,25410
"2020-07-27","Foreign","Transport services",702996.18,22721
"2020-07-28","Domestic","Accommodation",6539928.71,42969
"2020-07-28","Domestic","Entertainment and sports",2158440.53,39366
"2020-07-28","Domestic","Food and beverage services",10472442.6,264930
"2020-07-28","Domestic","Human health services",2273596.77,12609
"2020-07-28","Domestic","Other",3904317.99,21004
"2020-07-28","Domestic","Personal services",2359663.54,24053
"2020-07-28","Domestic","Professional services",5261855.24,60615
"2020-07-28","Domestic","Retail: Food, beverage, tobacco",54416560.72,1453615
"2020-07-28","Domestic","Retail: Fuel stations",10788769.46,317927
"2020-07-28","Domestic","Retail: Other goods",59829354.08,631477
"2020-07-28","Domestic","Transport services",3923517,197590
"2020-07-28","Foreign","Accommodation",2170051.13,9562
"2020-07-28","Foreign","Entertainment and sports",201516.04,3700
"2020-07-28","Foreign","Food and beverage services",998516.860000004,24034
"2020-07-28","Foreign","Human health services",138246.99,607
"2020-07-28","Foreign","Other",141513.31,515
"2020-07-28","Foreign","Personal services",76013.31,1068
"2020-07-28","Foreign","Professional services",1332115.35,8912
"2020-07-28","Foreign","Retail: Food, beverage, tobacco",1900608.78,61243
"2020-07-28","Foreign","Retail: Fuel stations",745738.450000001,20464
"2020-07-28","Foreign","Retail: Other goods",3324784.77,25781
"2020-07-28","Foreign","Transport services",686734.91,21638
"2020-07-29","Domestic","Accommodation",7705957.07,46031
"2020-07-29","Domestic","Entertainment and sports",2349822.9,44394
"2020-07-29","Domestic","Food and beverage services",12297529.47,292439
"2020-07-29","Domestic","Human health services",2524372.44,12937
"2020-07-29","Domestic","Other",4191078.23,23479
"2020-07-29","Domestic","Personal services",2504189.11,24864
"2020-07-29","Domestic","Professional services",4612477.84,52521
"2020-07-29","Domestic","Retail: Food, beverage, tobacco",56876352.0700001,1483579
"2020-07-29","Domestic","Retail: Fuel stations",11585560.27,341304
"2020-07-29","Domestic","Retail: Other goods",63618980.9799999,675037
"2020-07-29","Domestic","Transport services",4133496.3,208200
"2020-07-29","Foreign","Accommodation",2242801.84,10176
"2020-07-29","Foreign","Entertainment and sports",207579.62,4165
"2020-07-29","Foreign","Food and beverage services",1100953.68,25935
"2020-07-29","Foreign","Human health services",117013.29,600
"2020-07-29","Foreign","Other",286124.09,559
"2020-07-29","Foreign","Personal services",93639.68,1125
"2020-07-29","Foreign","Professional services",1354683.6,8553
"2020-07-29","Foreign","Retail: Food, beverage, tobacco",1839192.55,61119
"2020-07-29","Foreign","Retail: Fuel stations",809590.28,21878
"2020-07-29","Foreign","Retail: Other goods",3426851.42,26718
"2020-07-29","Foreign","Transport services",686985.73,22768
