"Date","Region","Canton","Amount CHF","Number of transactions"
"2019-01-21","Central","NW",524772.38,8182
"2019-01-21","Central","OW",448132.49,6460
"2019-01-21","Central","SZ",1883612.69,29485
"2019-01-21","Central","UR",403205.26,5355
"2019-01-21","Central","ZG",1915668.14,39776
"2019-01-21","Eastern","AI",84671.57,1285
"2019-01-21","Eastern","AR",277455.15,4842
"2019-01-21","Eastern","GL",325766.86,6120
"2019-01-21","Eastern","GR",5043648.93,59903
"2019-01-21","Eastern","SG",5521560.82000001,97645
"2019-01-21","Eastern","SH",732557.29,15572
"2019-01-21","Eastern","TG",2242570.62,42348
"2019-01-21","Espace Mittelland","BE",11982808.43,235256
"2019-01-21","Espace Mittelland","FR",3015118.4,55454
"2019-01-21","Espace Mittelland","JU",579080.31,10855
"2019-01-21","Espace Mittelland","NE",1831665.92,38086
"2019-01-21","Espace Mittelland","SO",2047095.72,42591
"2019-01-21","Lake Geneva","GE",10011524.59,194870
"2019-01-21","Lake Geneva","VD",11295187.02,221336
"2019-01-21","Lake Geneva","VS",5792172.01,83317
"2019-01-21","Northwestern","AG",6389035.69,125856
"2019-01-21","Northwestern","BL",2549779.56,49641
"2019-01-21","Northwestern","BS",2740609.44,70157
"2019-01-21","Ticino","TI",3836677.8,61663
"2019-01-21","Zurich","ZH",23204318.9,560277
"2019-01-22","9999","9999",35161.84,1213
"2019-01-22","Central","LU",5541623.84,92291
"2019-01-22","Central","NW",544323.81,8128
"2019-01-22","Central","OW",417510.96,6724
"2019-01-22","Central","SZ",1917735.47,30248
"2019-01-22","Central","UR",384707.76,5467
"2019-01-22","Central","ZG",2097789.22,40603
"2019-01-22","Eastern","AI",111434.76,1504
"2019-01-22","Eastern","AR",317861.7,4943
"2019-01-22","Eastern","GL",336942.39,6346
"2019-01-22","Eastern","GR",4462449.88,57998
"2019-01-22","Eastern","SG",5550458.83,97745
"2019-01-22","Eastern","SH",773638.11,15726
"2019-01-22","Eastern","TG",2282863.92,41610
"2019-01-22","Espace Mittelland","BE",12124994.34,233527
"2019-01-22","Espace Mittelland","FR",2946891.75,54413
"2019-01-22","Espace Mittelland","JU",612655.2,10945
"2019-01-22","Espace Mittelland","NE",1946503.24,38912
"2019-01-22","Espace Mittelland","SO",2162314.07,43221
"2019-01-22","Lake Geneva","GE",10210428.53,190734
"2019-01-22","Lake Geneva","VD",11501921.46,219435
"2019-01-22","Lake Geneva","VS",5435446.94,80837
"2019-01-22","Northwestern","AG",6723493.4,128652
"2019-01-22","Northwestern","BL",2570253.05,48732
"2019-01-22","Northwestern","BS",2864510.79,70749
"2019-01-22","Ticino","TI",3736684.59,60712
"2019-01-22","Zurich","ZH",23905610.47,558682
"2019-01-23","9999","9999",35913.02,1214
"2019-01-23","Central","LU",6799892.83,102640
"2019-01-23","Central","NW",579474.2,8722
"2019-01-23","Central","OW",448335.08,6137
"2019-01-23","Central","SZ",2054964.71,31260
"2019-01-23","Central","UR",368936.64,5527
"2019-01-23","Central","ZG",2279980.35,42587
"2019-01-23","Eastern","AI",110535.29,1438
"2019-01-23","Eastern","AR",339923.7,5113
"2019-01-23","Eastern","GL",347484.24,6371
"2019-01-23","Eastern","GR",4895029.71,60887
"2019-01-23","Eastern","SG",5916812.14,102953
"2019-01-23","Eastern","SH",838344.52,16661
"2019-01-23","Eastern","TG",2467323.5,43435
"2019-01-23","Espace Mittelland","BE",12719957.83,243822
"2019-01-23","Espace Mittelland","FR",3188414.68,57409
"2019-01-23","Espace Mittelland","JU",652635.72,11345
"2019-01-23","Espace Mittelland","NE",2099532.39,40768
"2019-01-23","Espace Mittelland","SO",2302525.7,45402
"2019-01-23","Lake Geneva","GE",10463331.53,193176
"2019-01-23","Lake Geneva","VD",12139162.74,227545
"2019-01-23","Lake Geneva","VS",5903507.00999999,85033
"2019-01-23","Northwestern","AG",7339791.90999999,136214
"2019-01-23","Northwestern","BL",2653719.42,50649
"2019-01-23","Northwestern","BS",3051480.48,73387
"2019-01-23","Ticino","TI",4027634.43,63799
"2019-01-23","Zurich","ZH",25856090.73,583203
"2019-01-24","9999","9999",37098.02,1233
"2019-01-24","Central","LU",6840596.6,102674
"2019-01-24","Central","NW",619521.3,8309
"2019-01-24","Central","OW",465417.21,6487
"2019-01-24","Central","SZ",2004394.58,30050
"2019-01-24","Central","UR",401248.06,5418
"2019-01-24","Central","ZG",2539911.28,42830
"2019-01-24","Eastern","AI",126324.85,1492
"2019-01-24","Eastern","AR",308374.08,4957
"2019-01-24","Eastern","GL",377140.51,6560
"2019-01-24","Eastern","GR",5031355.53,62305
"2019-01-24","Eastern","SG",6406927.25,105743
"2019-01-24","Eastern","SH",844637,16843
"2019-01-24","Eastern","TG",2575035.15,44726
"2019-01-24","Espace Mittelland","BE",13965559.33,255165
"2019-01-24","Espace Mittelland","FR",3300425.37,58343
"2019-01-24","Espace Mittelland","JU",698156.85,11796
"2019-01-24","Espace Mittelland","NE",2343591.17,43993
"2019-01-24","Espace Mittelland","SO",2561606.79,48910
"2019-01-24","Lake Geneva","GE",12167336.5,214540
"2019-01-24","Lake Geneva","VD",12664807.9,232082
"2019-01-24","Lake Geneva","VS",6176510.85,84382
"2019-01-24","Northwestern","AG",7611366.87999999,138566
"2019-01-24","Northwestern","BL",2713249,51610
"2019-01-24","Northwestern","BS",3276725.48,75715
"2019-01-24","Ticino","TI",4457914.05000001,67539
"2019-01-24","Zurich","ZH",27126578.95,589992
"2019-01-25","9999","9999",41513.64,1299
"2019-01-25","Central","LU",8911360.46999999,131179
"2019-01-25","Central","NW",841383.99,10922
"2019-01-25","Central","OW",729093.63,9955
"2019-01-25","Central","SZ",2936562.1,40566
"2019-01-25","Central","UR",627725.36,7523
"2019-01-25","Central","ZG",3165763.92,51657
"2019-01-25","Eastern","AI",164612.92,1943
"2019-01-25","Eastern","AR",463661,6509
"2019-01-25","Eastern","GL",584230.43,9050
"2019-01-25","Eastern","GR",7441330.69,79758
"2019-01-25","Eastern","SG",8935977,133382
"2019-01-25","Eastern","SH",1159295.1,21340
"2019-01-25","Eastern","TG",3597725.9,57401
"2019-01-25","Espace Mittelland","BE",19101904.28,312827
"2019-01-25","Espace Mittelland","FR",4947667.49,77259
"2019-01-25","Espace Mittelland","JU",989985.76,15471
"2019-01-25","Espace Mittelland","NE",3128245.56,53002
"2019-01-25","Espace Mittelland","SO",3431093.36,58959
"2019-01-25","Lake Geneva","GE",13769991.87,232876
"2019-01-25","Lake Geneva","VD",17679435.51,292094
"2019-01-25","Lake Geneva","VS",9022376.24,116507
"2019-01-25","Northwestern","AG",10605146.6,174340
"2019-01-25","Northwestern","BL",4006274.3,66151
"2019-01-25","Northwestern","BS",4168813.65,86397
"2019-01-25","Ticino","TI",6232635.14,74674
"2019-01-25","Zurich","ZH",35833037.47,692686
"2019-01-26","9999","9999",44107.55,1076
"2019-01-26","Central","LU",11360436.8,140523
"2019-01-26","Central","NW",1098413.4,13987
"2019-01-26","Central","OW",983989.41,13047
"2019-01-26","Central","SZ",3882195.29,50299
"2019-01-26","Central","UR",644764.13,8212
"2019-01-26","Central","ZG",3657293.88,49915
"2019-01-26","Eastern","AI",223745.37,2372
"2019-01-26","Eastern","AR",496036.19,6468
"2019-01-26","Eastern","GL",741017.759999999,10881
"2019-01-26","Eastern","GR",10632635.65,105001
"2019-01-26","Eastern","SG",11285504.92,150770
"2019-01-26","Eastern","SH",1402612.87,22733
"2019-01-26","Eastern","TG",4359666.25,62483
"2019-01-26","Espace Mittelland","BE",22784201.45,328945
"2019-01-26","Espace Mittelland","FR",5494826.94,80554
"2019-01-26","Espace Mittelland","JU",1137805.69,16193
"2019-01-26","Espace Mittelland","NE",3916783.24,58109
"2019-01-26","Espace Mittelland","SO",4671059.28,69977
"2019-01-26","Lake Geneva","GE",15877932.39,216930
"2019-01-26","Lake Geneva","VD",22204815.58,318830
"2019-01-26","Lake Geneva","VS",12046033.22,142579
"2019-01-26","Northwestern","AG",14831310.99,205365
"2019-01-26","Northwestern","BL",5194949.01,71226
"2019-01-26","Northwestern","BS",5105711.87,87238
"2019-01-26","Ticino","TI",6594841.49,83533
"2019-01-26","Zurich","ZH",44986437.78,680238
"2019-01-27","9999","9999",31667.34,816
"2019-01-27","Central","LU",2222869.31,37420
"2019-01-27","Central","NW",299052.58,3136
"2019-01-27","Central","OW",596734.31,6523
"2019-01-27","Central","SZ",892342.36,14470
"2019-01-27","Central","UR",423277.08,3339
"2019-01-27","Central","ZG",456528.2,10429
"2019-01-27","Eastern","AI",47783.6,615
"2019-01-27","Eastern","AR",114469.34,1812
"2019-01-27","Eastern","GL",202516.14,4095
"2019-01-27","Eastern","GR",6877609.28,57762
"2019-01-27","Eastern","SG",1730802.05,34610
"2019-01-27","Eastern","SH",244828.69,6017
"2019-01-27","Eastern","TG",563509.48,11828
"2019-01-27","Espace Mittelland","BE",5653634.46,93302
"2019-01-27","Espace Mittelland","FR",1151634.52,23406
"2019-01-27","Espace Mittelland","JU",181043.32,3658
"2019-01-27","Espace Mittelland","NE",551388.11,11905
"2019-01-27","Espace Mittelland","SO",613097.62,14592
"2019-01-27","Lake Geneva","GE",3396000.73,74306
"2019-01-27","Lake Geneva","VD",3672978.97,78802
"2019-01-27","Lake Geneva","VS",5325686.18,57662
"2019-01-27","Northwestern","AG",1997458.11,45660
"2019-01-27","Northwestern","BL",692781.88,17220
"2019-01-27","Northwestern","BS",880679.76,26647
"2019-01-27","Ticino","TI",2048736.36,27675
"2019-01-27","Zurich","ZH",8345097.46,208670
"2019-01-28","9999","9999",34194.24,1211
"2019-01-28","Central","LU",6472974.7,100624
"2019-01-28","Central","NW",562173.77,8710
"2019-01-28","Central","OW",516000.69,6835
"2019-01-28","Central","SZ",1994389.66,31435
"2019-01-28","Central","UR",392218.87,5543
"2019-01-28","Central","ZG",2006467.57,41025
"2019-01-28","Eastern","AI",85059.88,1328
"2019-01-28","Eastern","AR",261433.41,4439
"2019-01-28","Eastern","GL",373425.54,6349
"2019-01-28","Eastern","GR",5765935.21,65945
"2019-01-28","Eastern","SG",5930241.61,100714
"2019-01-28","Eastern","SH",734221.98,15543
"2019-01-28","Eastern","TG",2180630.86,40014
"2019-01-28","Espace Mittelland","BE",13091516.79,245874
"2019-01-28","Espace Mittelland","FR",3305597.64,58885
"2019-01-28","Espace Mittelland","JU",642390.18,11595
"2019-01-28","Espace Mittelland","NE",1967274.75,40127
"2019-01-28","Espace Mittelland","SO",2202987.76,45278
"2019-01-28","Lake Geneva","GE",10461629.5,202970
"2019-01-28","Lake Geneva","VD",12141810.77,230813
"2019-01-28","Lake Geneva","VS",6314051.62,89614
"2019-01-28","Northwestern","AG",6933340.35,129630
"2019-01-28","Northwestern","BL",2723418.86,52500
"2019-01-28","Northwestern","BS",2944107.25,75031
"2019-01-28","Ticino","TI",4669063.49,64190
"2019-01-28","Zurich","ZH",24548351.89,580580
"2019-01-29","9999","9999",35310.55,1245
"2019-01-29","Central","LU",6266127.62,101117
"2019-01-29","Central","NW",575027.68,8723
"2019-01-29","Central","OW",505817.9,7181
"2019-01-29","Central","SZ",2013321.71,31210
"2019-01-29","Central","UR",377404.17,5356
"2019-01-29","Central","ZG",2193655.08,41723
"2019-01-29","Eastern","AI",114844.7,1556
"2019-01-29","Eastern","AR",280567.18,4643
"2019-01-29","Eastern","GL",362591.72,6492
"2019-01-29","Eastern","GR",4949440.43999999,62881
"2019-01-29","Eastern","SG",5679743.26,98956
"2019-01-29","Eastern","SH",746988.19,15542
"2019-01-29","Eastern","TG",2169082.2,39057
"2019-01-29","Espace Mittelland","BE",12506028.97,246226
"2019-01-29","Espace Mittelland","FR",3372349.39,58765
"2019-01-29","Espace Mittelland","JU",652486.69,11634
"2019-01-29","Espace Mittelland","NE",2096401.09,42023
"2019-01-29","Espace Mittelland","SO",2328520.29,46516
"2019-01-29","Lake Geneva","GE",11203154.4,201264
"2019-01-29","Lake Geneva","VD",12108492.84,231805
"2019-01-29","Lake Geneva","VS",5940762.35,88153
"2019-01-29","Northwestern","AG",6906377.89,131179
"2019-01-29","Northwestern","BL",2671539.88,52287
"2019-01-29","Northwestern","BS",3220546.71,75386
"2019-01-29","Ticino","TI",4291598.41,64056
"2019-01-29","Zurich","ZH",25901271.43,588239
"2019-01-30","9999","9999",39522.45,1373
"2019-01-30","Central","LU",7184777.02,110541
"2019-01-30","Central","NW",612692.21,9037
"2019-01-30","Central","OW",485030.62,7295
"2019-01-30","Central","SZ",2211885.64,33105
"2019-01-30","Central","UR",459895.38,5995
"2019-01-30","Central","ZG",2334456.18,43726
"2019-01-30","Eastern","AI",119170.06,1512
"2019-01-30","Eastern","AR",302649.13,4829
"2019-01-30","Eastern","GL",380460.98,6504
"2019-01-30","Eastern","GR",5135995.96,64488
"2019-01-30","Eastern","SG",6168917.71,102811
"2019-01-30","Eastern","SH",795867.46,15846
"2019-01-30","Eastern","TG",2314013.83,40714
"2019-01-30","Espace Mittelland","BE",13788590.17,253916
"2019-01-30","Espace Mittelland","FR",3517431.2,62089
"2019-01-30","Espace Mittelland","JU",737392.93,12558
"2019-01-30","Espace Mittelland","NE",2193373.94,42316
"2019-01-30","Espace Mittelland","SO",2443680.21,47722
"2019-01-30","Lake Geneva","GE",11802948.1,208724
"2019-01-30","Lake Geneva","VD",13030784.9,241065
"2019-01-30","Lake Geneva","VS",6447816.5,92222
"2019-01-30","Northwestern","AG",7658718.23,138013
"2019-01-30","Northwestern","BL",2932666.73,55125
"2019-01-30","Northwestern","BS",3396306.38,77350
"2019-01-30","Ticino","TI",4275785.19,64755
"2019-01-30","Zurich","ZH",27202287.77,606085
"2019-01-31","9999","9999",45195.47,1416
"2019-01-31","Central","LU",7088767.28,110186
"2019-01-31","Central","NW",613018.89,9014
"2019-01-31","Central","OW",596439.29,7736
"2019-01-31","Central","SZ",2183651.28,32892
"2019-01-31","Central","UR",464317.36,5794
"2019-01-31","Central","ZG",2517615.55,44895
"2019-01-31","Eastern","AI",133210.65,1620
"2019-01-31","Eastern","AR",299608.81,4840
"2019-01-31","Eastern","GL",410129.55,7073
"2019-01-31","Eastern","GR",5820846.92,68617
"2019-01-31","Eastern","SG",6582881.32,104525
"2019-01-31","Eastern","SH",812183.53,16283
"2019-01-31","Eastern","TG",2434309.85,41065
"2019-01-31","Espace Mittelland","BE",15111591.06,269507
"2019-01-31","Espace Mittelland","FR",3748708.12,63967
"2019-01-31","Espace Mittelland","JU",784338.8,13324
"2019-01-31","Espace Mittelland","NE",2515029.69,45970
"2019-01-31","Espace Mittelland","SO",2989456.9,53609
"2019-01-31","Lake Geneva","GE",12779144.69,221780
"2019-01-31","Lake Geneva","VD",13808891.12,245051
"2019-01-31","Lake Geneva","VS",6605265.19000001,94195
"2019-01-31","Northwestern","AG",8279234.31,141584
"2019-01-31","Northwestern","BL",3019155.11,55743
"2019-01-31","Northwestern","BS",3498178.4,79854
"2019-01-31","Ticino","TI",5266617.66,74188
"2019-01-31","Zurich","ZH",27815373.99,612534
"2019-02-01","9999","9999",42718.79,1311
"2019-02-01","Central","LU",9064926.57,131353
"2019-02-01","Central","NW",835868.92,11200
"2019-02-01","Central","OW",780506.149999999,9541
"2019-02-01","Central","SZ",2902499.6,40685
"2019-02-01","Central","UR",590726.68,7291
"2019-02-01","Central","ZG",3221819.11,52396
"2019-02-01","Eastern","AI",175664.37,2041
"2019-02-01","Eastern","AR",449257.95,5784
"2019-02-01","Eastern","GL",533436.93,8509
"2019-02-01","Eastern","GR",7735970.39,79510
"2019-02-01","Eastern","SG",8223108.07,124170
"2019-02-01","Eastern","SH",1011645.44,19034
"2019-02-01","Eastern","TG",2994244.04,48855
"2019-02-01","Espace Mittelland","BE",18439480.27,301892
"2019-02-01","Espace Mittelland","FR",4307049.84,68596
"2019-02-01","Espace Mittelland","JU",945912.56,14960
"2019-02-01","Espace Mittelland","NE",2801323.35,49602
"2019-02-01","Espace Mittelland","SO",3338100.7,57408
"2019-02-01","Lake Geneva","GE",12775727.12,221128
"2019-02-01","Lake Geneva","VD",16159952.74,268447
"2019-02-01","Lake Geneva","VS",9350590.02000001,115842
"2019-02-01","Northwestern","AG",9740484.20000002,161198
"2019-02-01","Northwestern","BL",3835142.26,63981
"2019-02-01","Northwestern","BS",3949803.29,82795
"2019-02-01","Ticino","TI",3706825.48,54980
"2019-02-01","Zurich","ZH",33689125.03,679015
"2019-02-02","9999","9999",40430.58,1052
"2019-02-02","Central","LU",11188173.74,139270
"2019-02-02","Central","NW",1062498.93,13783
"2019-02-02","Central","OW",1095691.49,13824
"2019-02-02","Central","SZ",3893320.68,50686
"2019-02-02","Central","UR",640508.05,8064
"2019-02-02","Central","ZG",3474982.13,47814
"2019-02-02","Eastern","AI",219284.67,2518
"2019-02-02","Eastern","AR",453699.11,6398
"2019-02-02","Eastern","GL",677469.3,10669
"2019-02-02","Eastern","GR",10764567.8,105593
"2019-02-02","Eastern","SG",11151513.38,147122
"2019-02-02","Eastern","SH",1222581.32,21116
"2019-02-02","Eastern","TG",4233110.23,61521
"2019-02-02","Espace Mittelland","BE",23205838.74,327358
"2019-02-02","Espace Mittelland","FR",5370513.2,80100
"2019-02-02","Espace Mittelland","JU",1144796.21,15895
"2019-02-02","Espace Mittelland","NE",3793834.62,57279
"2019-02-02","Espace Mittelland","SO",4266251.97,65700
"2019-02-02","Lake Geneva","GE",15311045.43,224274
"2019-02-02","Lake Geneva","VD",21876560.84,315613
"2019-02-02","Lake Geneva","VS",12551350.85,144093
"2019-02-02","Northwestern","AG",13864152.83,194218
"2019-02-02","Northwestern","BL",5207389.57,72430
"2019-02-02","Northwestern","BS",5242196.53,88555
"2019-02-02","Ticino","TI",6097282.47,77968
"2019-02-02","Zurich","ZH",44485917.26,670756
"2019-02-03","9999","9999",29325.2,783
"2019-02-03","Central","LU",3702352.46,35223
"2019-02-03","Central","NW",256010.89,2617
"2019-02-03","Central","OW",516083.03,4996
"2019-02-03","Central","SZ",750736.9,11592
"2019-02-03","Central","UR",392616.83,2814
"2019-02-03","Central","ZG",407506.64,10403
"2019-02-03","Eastern","AI",35906.8,454
"2019-02-03","Eastern","AR",93227.2,1541
"2019-02-03","Eastern","GL",170309.56,3323
"2019-02-03","Eastern","GR",6182246.04,50319
"2019-02-03","Eastern","SG",1543321.49,30905
"2019-02-03","Eastern","SH",236476.86,5991
"2019-02-03","Eastern","TG",520709.26,11310
"2019-02-03","Espace Mittelland","BE",5994074.63,90247
"2019-02-03","Espace Mittelland","FR",1005319.74,22311
"2019-02-03","Espace Mittelland","JU",176530.05,3551
"2019-02-03","Espace Mittelland","NE",481680.72,11418
"2019-02-03","Espace Mittelland","SO",536683.1,13463
"2019-02-03","Lake Geneva","GE",3532663.79,78770
"2019-02-03","Lake Geneva","VD",3586810.4,78393
"2019-02-03","Lake Geneva","VS",5880857.04999999,62979
"2019-02-03","Northwestern","AG",1795621.16,42838
"2019-02-03","Northwestern","BL",657442.3,16794
"2019-02-03","Northwestern","BS",871342.13,26742
"2019-02-03","Ticino","TI",2134961.04,29312
"2019-02-03","Zurich","ZH",8087644.78,201196
"2019-02-04","9999","9999",32075.12,1185
"2019-02-04","Central","LU",6951739.65,98131
"2019-02-04","Central","NW",564262.03,8436
"2019-02-04","Central","OW",653207.52,8496
"2019-02-04","Central","SZ",1974633.88,32128
"2019-02-04","Central","UR",416397.37,5888
"2019-02-04","Central","ZG",1808870.05,37348
"2019-02-04","Eastern","AI",89245.54,1390
"2019-02-04","Eastern","AR",293911.98,5039
"2019-02-04","Eastern","GL",371417.16,6753
"2019-02-04","Eastern","GR",6397876.34,71244
"2019-02-04","Eastern","SG",5474486.12,98980
"2019-02-04","Eastern","SH",699499.89,15104
"2019-02-04","Eastern","TG",2315943.76,43894
"2019-02-04","Espace Mittelland","BE",13593094.51,242653
"2019-02-04","Espace Mittelland","FR",3305843.41,60574
"2019-02-04","Espace Mittelland","JU",628397.86,11401
"2019-02-04","Espace Mittelland","NE",1904912.43,40258
"2019-02-04","Espace Mittelland","SO",1970578.75,41102
"2019-02-04","Lake Geneva","GE",10453426.42,203823
"2019-02-04","Lake Geneva","VD",12278802.21,232894
"2019-02-04","Lake Geneva","VS",7358054.71,99890
"2019-02-04","Northwestern","AG",6530279.05,123286
"2019-02-04","Northwestern","BL",2617328.04,51683
"2019-02-04","Northwestern","BS",3049517.86,74992
"2019-02-04","Ticino","TI",4331026.01,65042
"2019-02-04","Zurich","ZH",23321600.61,558806
